filename,RA,Dec
85.265 -41.186_[0.01590767 0.01590767] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2650000000,-41.1860000000
85.272 -44.824_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.2720000000,-44.8240000000
85.282 -40.180_[0.0265585 0.0265585] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2820000000,-40.1800000000
85.283 -41.003_[0.01423681 0.01423681] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2830000000,-41.0030000000
85.290 -43.841_[0.01044149 0.01044149] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2900000000,-43.8410000000
85.292 -40.984_[0.0162011 0.0162011] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.2920000000,-40.9840000000
85.295 -43.439_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2950000000,-43.4390000000
85.297 -42.842_[0.02466194 0.02466194] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.2970000000,-42.8420000000
85.303 -40.454_[0.01038558 0.01038558] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3030000000,-40.4540000000
85.304 -47.732_[0.02740976 0.02740976] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.3040000000,-47.7320000000
85.306 -41.233_[0.01818985 0.01818985] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3060000000,-41.2330000000
85.306 -44.519_[0.01174309 0.01174309] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.3060000000,-44.5190000000
85.310 -40.933_[0.0135833 0.0135833] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3100000000,-40.9330000000
85.311 -40.884_[0.01299369 0.01299369] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3110000000,-40.8840000000
85.311 -41.231_[0.04214135 0.04214135] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3110000000,-41.2310000000
85.313 -48.294_[0.01152407 0.01152407] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.3130000000,-48.2940000000
85.315 -40.878_[0.01663078 0.01663078] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3150000000,-40.8780000000
85.318 -41.038_[0.01047846 0.01047846] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3180000000,-41.0380000000
85.318 -43.736_[0.00917362 0.00917362] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3180000000,-43.7360000000
85.319 -41.227_[0.01130351 0.01130351] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3190000000,-41.2270000000
85.320 -42.568_[0.01531729 0.01531729] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3200000000,-42.5680000000
85.327 -43.059_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3270000000,-43.0590000000
85.328 -43.695_[0.00988315 0.00988315] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3280000000,-43.6950000000
85.336 -44.390_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.3360000000,-44.3900000000
85.339 -47.845_[0.01625845 0.01625845] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.3390000000,-47.8450000000
85.342 -43.992_[0.01557489 0.01557489] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3420000000,-43.9920000000
85.349 -41.040_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3490000000,-41.0400000000
85.352 -42.840_[0.01273037 0.01273037] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3520000000,-42.8400000000
85.352 -44.781_[0.00981045 0.00981045] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.3520000000,-44.7810000000
85.355 -43.485_[0.01277449 0.01277449] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3550000000,-43.4850000000
85.361 -42.953_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3610000000,-42.9530000000
85.366 -43.555_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3660000000,-43.5550000000
85.367 -42.854_[0.02033976 0.02033976] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3670000000,-42.8540000000
85.369 -40.690_[0.01172968 0.01172968] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3690000000,-40.6900000000
85.369 -43.047_[0.01635821 0.01635821] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3690000000,-43.0470000000
85.371 -41.945_[0.01894263 0.01894263] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3710000000,-41.9450000000
85.378 -47.916_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.3780000000,-47.9160000000
85.393 -43.042_[0.03777827 0.03777827] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.3930000000,-43.0420000000
85.395 -40.419_[0.00947608 0.00947608] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3950000000,-40.4190000000
85.397 -40.705_[0.01877192 0.01877192] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.3970000000,-40.7050000000
85.401 -48.075_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4010000000,-48.0750000000
85.402 -47.650_[0.01433923 0.01433923] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4020000000,-47.6500000000
85.403 -43.179_[0.01286423 0.01286423] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4030000000,-43.1790000000
85.406 -47.231_[0.0095049 0.0095049] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4060000000,-47.2310000000
85.408 -47.906_[0.00984321 0.00984321] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4080000000,-47.9060000000
85.415 -41.016_[0.01485118 0.01485118] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4150000000,-41.0160000000
85.418 -47.817_[0.00972278 0.00972278] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4180000000,-47.8170000000
85.419 -40.495_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4190000000,-40.4950000000
85.421 -48.431_[0.01193615 0.01193615] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4210000000,-48.4310000000
85.429 -40.876_[0.01225113 0.01225113] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4290000000,-40.8760000000
85.429 -44.271_[0.01117436 0.01117436] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4290000000,-44.2710000000
85.432 -41.228_[0.01029128 0.01029128] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4320000000,-41.2280000000
85.433 -40.566_[0.00922546 0.00922546] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4330000000,-40.5660000000
85.435 -43.166_[0.0098391 0.0098391] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4350000000,-43.1660000000
85.444 -44.628_[0.01082981 0.01082981] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.4440000000,-44.6280000000
85.445 -43.553_[0.024283 0.024283] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4450000000,-43.5530000000
85.452 -43.648_[0.01083869 0.01083869] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4520000000,-43.6480000000
85.460 -47.622_[0.00904637 0.00904637] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4600000000,-47.6220000000
85.461 -47.335_[0.00955214 0.00955214] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.4610000000,-47.3350000000
85.463 -44.268_[0.02357103 0.02357103] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4630000000,-44.2680000000
85.464 -42.661_[0.00954349 0.00954349] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4640000000,-42.6610000000
85.467 -41.033_[0.02366088 0.02366088] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4670000000,-41.0330000000
85.468 -43.256_[0.01212936 0.01212936] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.4680000000,-43.2560000000
85.473 -41.115_[0.00962987 0.00962987] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4730000000,-41.1150000000
85.475 -40.997_[0.01314897 0.01314897] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4750000000,-40.9970000000
85.482 -41.256_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4820000000,-41.2560000000
85.490 -41.018_[0.01447004 0.01447004] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4900000000,-41.0180000000
85.496 -40.354_[0.0120531 0.0120531] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.4960000000,-40.3540000000
85.498 -39.940_[0.01409532 0.01409532] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,85.4980000000,-39.9400000000
85.502 -41.700_[0.05170058 0.05170058] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5020000000,-41.7000000000
85.503 -41.500_[0.0130149 0.0130149] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5030000000,-41.5000000000
85.503 -41.791_[0.00943273 0.00943273] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5030000000,-41.7910000000
85.505 -40.964_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5050000000,-40.9640000000
85.506 -41.058_[0.01351958 0.01351958] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5060000000,-41.0580000000
85.506 -41.343_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5060000000,-41.3430000000
85.509 -41.370_[0.01080444 0.01080444] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5090000000,-41.3700000000
85.513 -41.516_[0.01389085 0.01389085] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5130000000,-41.5160000000
85.520 -41.025_[0.02159791 0.02159791] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5200000000,-41.0250000000
85.521 -45.493_[0.03129535 0.03129535] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.5210000000,-45.4930000000
85.523 -44.147_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.5230000000,-44.1470000000
85.527 -44.377_[0.01709786 0.01709786] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.5270000000,-44.3770000000
85.529 -48.577_[0.01217232 0.01217232] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.5290000000,-48.5770000000
85.533 -41.286_[0.01271616 0.01271616] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5330000000,-41.2860000000
85.535 -40.424_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5350000000,-40.4240000000
85.539 -44.374_[0.08471399 0.08471399] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.5390000000,-44.3740000000
85.547 -40.985_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5470000000,-40.9850000000
85.550 -42.939_[0.00943136 0.00943136] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.5500000000,-42.9390000000
85.559 -44.677_[0.01655178 0.01655178] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.5590000000,-44.6770000000
85.563 -41.317_[0.01492775 0.01492775] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5630000000,-41.3170000000
85.564 -41.411_[0.01283444 0.01283444] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5640000000,-41.4110000000
85.572 -41.321_[0.02092998 0.02092998] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5720000000,-41.3210000000
85.572 -47.981_[0.01952833 0.01952833] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.5720000000,-47.9810000000
85.573 -45.099_[0.0398533 0.0398533] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.5730000000,-45.0990000000
85.578 -41.031_[0.01024867 0.01024867] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5780000000,-41.0310000000
85.579 -40.863_[0.02088564 0.02088564] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5790000000,-40.8630000000
85.581 -40.009_[0.0115706 0.0115706] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5810000000,-40.0090000000
85.581 -43.618_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.5810000000,-43.6180000000
85.581 -44.471_[0.01088625 0.01088625] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.5810000000,-44.4710000000
85.582 -44.341_[0.01290105 0.01290105] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.5820000000,-44.3410000000
85.590 -47.227_[0.01849911 0.01849911] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.5900000000,-47.2270000000
85.592 -25.864_[0.01268239 0.01268239] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.5920000000,-25.8640000000
85.593 -40.337_[0.01130366 0.01130366] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5930000000,-40.3370000000
85.596 -41.289_[0.01135745 0.01135745] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.5960000000,-41.2890000000
85.596 -47.671_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.5960000000,-47.6710000000
85.598 -45.268_[0.00929345 0.00929345] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.5980000000,-45.2680000000
85.603 -43.439_[0.01357786 0.01357786] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6030000000,-43.4390000000
85.609 -44.454_[0.01993048 0.01993048] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.6090000000,-44.4540000000
85.609 -47.907_[0.02211179 0.02211179] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.6090000000,-47.9070000000
85.616 -40.861_[0.0091458 0.0091458] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6160000000,-40.8610000000
85.616 -43.728_[0.02500359 0.02500359] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6160000000,-43.7280000000
85.617 -47.147_[0.00962163 0.00962163] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.6170000000,-47.1470000000
85.619 -47.818_[0.01103446 0.01103446] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.6190000000,-47.8180000000
85.620 -25.674_[0.03662505 0.03662505] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.6200000000,-25.6740000000
85.629 -47.827_[0.02698787 0.02698787] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.6290000000,-47.8270000000
85.632 -41.697_[0.01205138 0.01205138] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6320000000,-41.6970000000
85.633 -40.800_[0.01356521 0.01356521] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6330000000,-40.8000000000
85.641 -44.758_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.6410000000,-44.7580000000
85.651 -40.704_[0.010537 0.010537] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6510000000,-40.7040000000
85.653 -44.214_[0.03210741 0.03210741] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6530000000,-44.2140000000
85.656 -26.162_[0.00999387 0.00999387] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.6560000000,-26.1620000000
85.657 -44.590_[0.01609321 0.01609321] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.6570000000,-44.5900000000
85.658 -43.576_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6580000000,-43.5760000000
85.662 -41.637_[0.0091603 0.0091603] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6620000000,-41.6370000000
85.664 -43.096_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6640000000,-43.0960000000
85.667 -43.147_[0.00993465 0.00993465] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6670000000,-43.1470000000
85.668 -42.557_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6680000000,-42.5570000000
85.669 -40.921_[0.01103166 0.01103166] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6690000000,-40.9210000000
85.670 -40.942_[0.01114884 0.01114884] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6700000000,-40.9420000000
85.675 -40.950_[0.01720915 0.01720915] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6750000000,-40.9500000000
85.685 -48.492_[0.06449952 0.06449952] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.6850000000,-48.4920000000
85.686 -40.816_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.6860000000,-40.8160000000
85.695 -43.526_[0.01528825 0.01528825] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6950000000,-43.5260000000
85.695 -43.688_[0.01446647 0.01446647] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6950000000,-43.6880000000
85.696 -44.312_[0.01488511 0.01488511] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.6960000000,-44.3120000000
85.699 -46.946_[0.02504688 0.02504688] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.6990000000,-46.9460000000
85.701 -44.362_[0.03977824 0.03977824] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.7010000000,-44.3620000000
85.707 -43.527_[0.02925364 0.02925364] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.7070000000,-43.5270000000
85.708 -41.000_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7080000000,-41.0000000000
85.708 -48.410_[0.01056374 0.01056374] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7080000000,-48.4100000000
85.710 -44.371_[0.17373363 0.17373363] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.7100000000,-44.3710000000
85.711 -48.375_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7110000000,-48.3750000000
85.721 -47.223_[0.02289365 0.02289365] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7210000000,-47.2230000000
85.728 -44.250_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.7280000000,-44.2500000000
85.733 -40.990_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7330000000,-40.9900000000
85.735 -44.637_[0.03621366 0.03621366] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.7350000000,-44.6370000000
85.738 -41.469_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7380000000,-41.4690000000
85.739 -40.633_[0.01056358 0.01056358] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7390000000,-40.6330000000
85.740 -41.514_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7400000000,-41.5140000000
85.742 -43.533_[0.00956589 0.00956589] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.7420000000,-43.5330000000
85.747 -41.045_[0.009 0.009] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7470000000,-41.0450000000
85.748 -41.437_[0.00960837 0.00960837] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7480000000,-41.4370000000
85.753 -48.871_[0.01111429 0.01111429] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7530000000,-48.8710000000
85.755 -44.802_[0.00932327 0.00932327] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.7550000000,-44.8020000000
85.770 -25.335_[0.02842841 0.02842841] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.7700000000,-25.3350000000
85.773 -25.426_[0.01317513 0.01317513] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.7730000000,-25.4260000000
85.775 -41.431_[0.01027601 0.01027601] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.7750000000,-41.4310000000
85.778 -44.804_[0.00916232 0.00916232] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.7780000000,-44.8040000000
85.782 -44.692_[0.01589739 0.01589739] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.7820000000,-44.6920000000
85.786 -43.901_[0.009 0.009] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.7860000000,-43.9010000000
85.786 -47.918_[0.01096825 0.01096825] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7860000000,-47.9180000000
85.787 -25.555_[0.01252447 0.01252447] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.7870000000,-25.5550000000
85.790 -25.413_[0.04021034 0.04021034] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.7900000000,-25.4130000000
85.791 -25.546_[0.07216901 0.07216901] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.7910000000,-25.5460000000
85.794 -48.067_[0.01014015 0.01014015] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7940000000,-48.0670000000
85.797 -47.221_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7970000000,-47.2210000000
85.798 -47.986_[0.01115357 0.01115357] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.7980000000,-47.9860000000
85.808 -43.606_[0.00946691 0.00946691] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.8080000000,-43.6060000000
85.808 -44.514_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.8080000000,-44.5140000000
85.810 -40.926_[0.01335925 0.01335925] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.8100000000,-40.9260000000
85.815 -44.503_[0.01043921 0.01043921] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.8150000000,-44.5030000000
85.818 -47.122_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8180000000,-47.1220000000
85.831 -48.321_[0.009 0.009] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8310000000,-48.3210000000
85.835 -41.128_[0.01081248 0.01081248] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.8350000000,-41.1280000000
85.835 -48.299_[0.01916029 0.01916029] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8350000000,-48.2990000000
85.847 -48.302_[0.0150188 0.0150188] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8470000000,-48.3020000000
85.849 -40.510_[0.04620933 0.04620933] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.8490000000,-40.5100000000
85.850 -40.803_[0.0148425 0.0148425] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.8500000000,-40.8030000000
85.851 -44.509_[0.01121575 0.01121575] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.8510000000,-44.5090000000
85.853 -40.987_[0.01507303 0.01507303] deg_(J0542.8-4100.Fix.1pln-forPyBDSF.FITS).fits.png,85.8530000000,-40.9870000000
85.858 -44.523_[0.009 0.009] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.8580000000,-44.5230000000
85.863 -48.298_[0.03959629 0.03959629] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8630000000,-48.2980000000
85.864 -24.895_[0.0098639 0.0098639] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.8640000000,-24.8950000000
85.865 -24.952_[0.0304829 0.0304829] deg_(Abell_548.1pln-forPyBDSF.FITS).fits.png,85.8650000000,-24.9520000000
85.865 -48.046_[0.01082163 0.01082163] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8650000000,-48.0460000000
85.868 -44.448_[0.01154991 0.01154991] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.8680000000,-44.4480000000
85.869 -43.929_[0.03503007 0.03503007] deg_(J0540.1-4322.Fix.1pln-forPyBDSF.FITS).fits.png,85.8690000000,-43.9290000000
85.869 -47.433_[0.02361534 0.02361534] deg_(J0545.5-4756.Fix.1pln-forPyBDSF.FITS).fits.png,85.8690000000,-47.4330000000
85.873 -39.940_[0.009 0.009] deg_(J0540.1-4050.1pln-forPyBDSF.FITS).fits.png,85.8730000000,-39.9400000000
85.873 -44.727_[0.0142618 0.0142618] deg_(J0543.4-4430.Fix.1pln-forPyBDSF.FITS).fits.png,85.8730000000,-44.7270000000
